# timestamp workers_connected workers_init workers_idle workers_busy workers_able workers_joined workers_removed workers_released workers_idled_out workers_blocked workers_fast_aborted workers_lost tasks_waiting tasks_on_workers tasks_running tasks_with_results tasks_submitted tasks_dispatched tasks_done tasks_failed tasks_cancelled tasks_exhausted_attempts time_send time_receive time_send_good time_receive_good time_status_msgs time_internal time_polling time_application time_execute time_execute_good time_execute_exhaustion bytes_sent bytes_received bandwidth capacity_tasks capacity_cores capacity_memory capacity_disk capacity_instantaneous capacity_weighted manager_load total_cores total_memory total_disk committed_cores committed_memory committed_disk max_cores max_memory max_disk min_cores min_memory min_disk
1709833040282757 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.000000 10 10 5120 10240 10 10 0.000000 0 0 0 0 0 0 0 0 0 0 0 0
1709833186087654 1 0 0 1 1 1 0 0 0 0 0 0 7 1 0 0 8 0 0 0 0 0 20244 515 0 0 39826 10841 145725278 13909 0 0 0 133467 0 1.000000 10 10 5120 10240 10 10 0.487179 1 8192 4227 0 0 0 1 8192 4227 0 0 0
1709833191227342 6 0 1 5 6 6 0 0 0 0 0 0 2 5 4 0 8 6 1 0 0 0 201406 609 0 276512 669336 11318 149777529 14029 1957312 1957312 0 800798 135669 1.000000 10 10 5120 10240 10 10 0.485979 6 49152 27661 6 49152 27661 1 8192 4871 0 0 0
1709833199188047 7 0 0 7 7 7 0 0 0 0 0 0 1 7 7 1 11 10 3 0 0 0 347490 894048 0 893131 841856 11632 156782797 15364 13487915 8238939 0 1334664 482336 1.395709 10 10 81920 48610 6 10 0.499586 7 57344 32818 7 57344 32818 1 8192 5157 0 0 0
1709833206370337 7 0 0 7 7 7 0 0 0 0 0 0 1 7 7 1 13 12 5 0 0 0 389787 1370315 0 1369259 928873 11768 163308440 16029 24540906 21562068 0 1601598 1062011 1.443221 10 10 81920 49375 33 12 0.505984 7 57344 32818 7 57344 32818 1 8192 5157 0 0 0
1709833216477200 7 0 0 7 7 7 0 0 0 0 0 0 1 7 7 0 15 14 7 0 0 0 449505 1918261 0 1917038 1066274 11940 172737804 16746 28444627 28444627 0 1868532 1318355 1.283595 10 10 81920 49087 5 12 0.509317 7 57344 32818 7 57344 32818 1 8192 5157 0 0 0
1709833412239616 7 0 0 7 7 7 0 0 0 0 0 0 1 7 7 0 15 14 7 0 0 0 1496443 1918898 0 1917038 1084855 22724 367410100 29359 28444627 28444627 0 1868532 1318355 0.889883 10 10 81920 49005 7 12 0.512821 7 57344 32818 7 57344 32818 1 8192 5157 0 0 0
1709833417382207 8 0 0 8 8 8 0 0 0 0 0 0 0 8 8 0 15 15 7 0 0 0 1574243 1918933 0 1917038 1085086 22849 372474259 29462 28444627 28444627 0 2001999 1318355 0.906492 10 10 81920 49005 7 12 0.500316 8 65536 38678 8 65536 38678 1 8192 5860 0 0 0
1709833424451233 8 0 0 8 8 8 0 0 0 0 0 0 0 8 8 1 15 15 7 0 0 0 1574244 1918957 0 1917038 1085110 22908 379534515 29651 40510191 28444627 0 2001999 1318355 0.906486 10 10 81920 49005 7 12 0.506722 8 65536 38678 8 65536 38678 1 8192 5860 0 0 0
1709833429545049 8 0 0 8 8 8 0 0 0 0 0 0 0 8 8 0 16 16 8 0 0 0 1574695 1943764 0 1941745 1093820 23005 384601766 30482 40510191 40510191 0 2135466 1500294 0.985469 10 10 81920 49005 7 12 0.510231 8 65536 38678 8 65536 38678 1 8192 5860 0 0 0
1709833906032590 8 0 0 8 8 8 0 0 0 0 0 0 0 8 8 1 16 16 8 0 0 0 1574774 1945749 0 1941745 1097425 46608 861026765 54200 522020560 40510191 0 2135466 1500294 0.984891 10 10 81920 50204 159 69 0.512821 8 65536 38678 8 65536 38678 1 8192 5860 0 0 0
1709833911859965 8 0 0 8 8 8 0 0 0 0 0 0 0 8 8 1 20 20 12 0 0 0 1576651 2025282 0 2020980 1132751 46876 866735363 55930 527503176 526255855 0 2669334 11795877 3.829916 121 121 991232 635173 30 296 0.510219 8 65536 38678 8 65536 38678 1 8192 5860 0 0 0
